wavelength[um]           flux[Jy]
1.535166537483442539e+01 4.647468664412611711e-04
1.536702471860061792e+01 5.952389290759748947e-04
1.538239942939280702e+01 6.037643812997272675e-04
1.539778952258571110e+01 6.131684479064578898e-04
1.541319501356943356e+01 5.734736314337944823e-04
1.542861591774943264e+01 6.109036303432238951e-04
1.544405225054664044e+01 5.744878049657582654e-04
1.545950402739738827e+01 5.936977111866288117e-04
1.547497126375344934e+01 5.830503663514025525e-04
1.549045397508206534e+01 5.304335355440346509e-04
1.550595217686593230e+01 6.400278572971011912e-04
1.552146588460326271e+01 4.488399995256559579e-04
1.553699511380775888e+01 6.041334958835939233e-04
1.555253988000867871e+01 5.208965195302146063e-04
1.556810019875077167e+01 4.409501997889841963e-04
1.558367608559435347e+01 5.438057598390659770e-04
1.559926755611532379e+01 5.516599965924006430e-04
1.561487462590514674e+01 5.017161126122085448e-04
1.563049731057092373e+01 3.888326604918397491e-04
1.564613562573530992e+01 5.688784951615533450e-04
1.566178958703660840e+01 5.854436694508795497e-04
1.567745921012879506e+01 4.993130711771195723e-04
1.569314451068148486e+01 4.554252646159263635e-04
1.570884550437998506e+01 5.191582133236851380e-04
1.572456220692530415e+01 4.661367493994146723e-04
1.574029463403413054e+01 3.274895473357477779e-04
1.575604280143891245e+01 4.932412819500033322e-04
1.577180672488782243e+01 5.361648349741202253e-04
1.578758642014476266e+01 3.859794491633174326e-04
1.580338190298943601e+01 3.904552581087659155e-04
1.581919318921734074e+01 5.172664603083626652e-04
1.583502029463975624e+01 5.566411337746326191e-04
1.585086323508377681e+01 4.472097367351968904e-04
1.586672202639235074e+01 5.485344326570585531e-04
1.588259668442427497e+01 4.459935574760092000e-04
1.589848722505419154e+01 4.762094460631609706e-04
1.591439366417263734e+01 3.977013532982124960e-04
1.593031601768606009e+01 5.372102663977480329e-04
1.594625430151684675e+01 4.783120822030901978e-04
1.596220853160327735e+01 3.852432364675359390e-04
1.597817872389959071e+01 4.458318830394100880e-04
1.599416489437596844e+01 3.500350468173699732e-04
1.601016705901853499e+01 4.633302897883288828e-04
1.602618523382946947e+01 5.344071263424011488e-04
1.604221943482700752e+01 4.456813336773222272e-04
1.605826967804530980e+01 5.652617514075832439e-04
1.607433597953463433e+01 6.514179040992740168e-04
1.609041835536128673e+01 5.879486671913258713e-04
1.610651682160760245e+01 3.726692097835871548e-04
1.612263139437211379e+01 4.622087579370274613e-04
1.613876208976935800e+01 5.668476205276580006e-04
1.615490892393001587e+01 5.837589657109885834e-04
1.617107191300095792e+01 4.938420530083467144e-04
1.618725107314516620e+01 6.116530250841473041e-04
1.620344642054176632e+01 5.232920570647082818e-04
1.621965797138613041e+01 4.893969327525771228e-04
1.623588574188983102e+01 4.067460715204597867e-04
1.625212974828060197e+01 5.203718376868971115e-04
1.626839000680249114e+01 4.116234575978827215e-04
1.628466653371572903e+01 5.854487156136535357e-04
1.630095934529685664e+01 5.500785189429423976e-04
1.631726845783870772e+01 4.405452656907097534e-04
1.633359388765037679e+01 5.368409584004721737e-04
1.634993565105728308e+01 5.396031069963673227e-04
1.636629376440121675e+01 5.728127163344245206e-04
1.638266824404027489e+01 6.201042287007824984e-04
1.639905910634891839e+01 4.903124790025519420e-04
1.641546636771805012e+01 5.868927281075240251e-04
1.643189004455492608e+01 5.977345489537624857e-04
1.644833015328320869e+01 5.668603128912022907e-04
1.646478671034300234e+01 5.350519120019733279e-04
1.648125973219089602e+01 5.023219731915748703e-04
1.649774923529989579e+01 5.640749744039399343e-04
1.651425523615948521e+01 5.931653738489188260e-04
1.653077775127569637e+01 5.369416026448836296e-04
1.654731679717104242e+01 4.212110674978346899e-04
1.656387239038455306e+01 5.854846477287691062e-04
1.658044454747182428e+01 5.106413274354566160e-04
1.659703328500502550e+01 5.152730406666638412e-04
1.661363861957294219e+01 4.837031068050536660e-04
1.663026056778087636e+01 5.451239992328377540e-04
1.664689914625072120e+01 4.186263314116417411e-04
1.666355437162107833e+01 3.029534709275436629e-04
1.668022626054720448e+01 4.870964634680020541e-04
1.669691482970098662e+01 5.412796500471853296e-04
1.671362009577098462e+01 5.172769272220978203e-04
1.673034207546247387e+01 4.656472231415029108e-04
1.674708078549743462e+01 6.181305376344216210e-04
1.676383624261457328e+01 5.689317163267395205e-04
1.678060846356936509e+01 6.107348305353376989e-04
1.679739746513401499e+01 5.283927628508451341e-04
1.681420326409750388e+01 4.528333100018918115e-04
1.683102587726567378e+01 5.207402120295523407e-04
1.684786532146112492e+01 4.916781670059223877e-04
1.686472161352329380e+01 5.645157611373930471e-04
1.688159477030848521e+01 4.156154190480349712e-04
1.689848480868985092e+01 2.669995837214280960e-04
1.691539174555743941e+01 4.800752579642205689e-04
1.693231559781817808e+01 4.394806896136684298e-04
1.694925638239588750e+01 5.089285495362808097e-04
1.696621411623138798e+01 5.731356235857196354e-04
1.698318881628242139e+01 4.255410603603406242e-04
1.700018049952368671e+01 5.339109602281030473e-04
1.701718918294688265e+01 6.199551506430011618e-04
1.703421488356068636e+01 6.276484687820003787e-04
1.705125761839080667e+01 5.932670862364474232e-04
1.706831740447996637e+01 5.665192891061578790e-04
1.708539425888794128e+01 4.732831211965303660e-04
1.710248819869159576e+01 3.065893827747652413e-04
1.711959924098486141e+01 4.088583414142828122e-04
1.713672740287879392e+01 4.821308456669147436e-04
1.715387270150155530e+01 5.450257828349341178e-04
1.717103515399843872e+01 5.490569538717109165e-04
1.718821477753190763e+01 5.046899072727010918e-04
1.720541158928159575e+01 3.713025553168662792e-04
1.722262560644431062e+01 2.572898852991858574e-04
1.723985684623405845e+01 4.345635927441115045e-04
1.725710532588210100e+01 5.538375091929559780e-04
1.727437106263688804e+01 5.782978334665632046e-04
1.729165407376416042e+01 5.855677836536824724e-04
1.730895437654697844e+01 4.937548147214252010e-04
1.732627198828562953e+01 4.381876407192849036e-04
1.734360692629769218e+01 4.127742640686068000e-04
1.736095920791811409e+01 2.757225585275215420e-04
1.737832885049919440e+01 3.887440186286611173e-04
1.739571587141055886e+01 4.433702309033179557e-04
1.741312028803920242e+01 4.420440194216750953e-04
1.743054211778958518e+01 5.569229330264314571e-04
1.744798137808355065e+01 4.995633851716308783e-04
1.746543808636037198e+01 5.376009193824384013e-04
1.748291226007674126e+01 5.056497416558214429e-04
1.750040391670682638e+01 3.227637145313124270e-04
1.751791307374228523e+01 4.532811820433500522e-04
1.753543974869225508e+01 5.326374110403370513e-04
1.755298395908345555e+01 4.508632829609830642e-04
1.757054572246007851e+01 3.392069631859917847e-04
1.758812505638386980e+01 5.259377302002172161e-04
1.760572197843420028e+01 5.452305950578133090e-04
1.762333650620799119e+01 3.780834099561309236e-04
1.764096865731976038e+01 4.527937092348999215e-04
1.765861844940165426e+01 5.559670712635369398e-04
1.767628590010343359e+01 5.201149259497454954e-04
1.769397102709259428e+01 4.992110331434758668e-04
1.771167384805425371e+01 3.741445488665862693e-04
1.772939438069122886e+01 4.727895065898057381e-04
1.774713264272407542e+01 4.723503199713986224e-04
1.776488865189103805e+01 5.139846338805755151e-04
1.778266242594811430e+01 5.957960636858567176e-04
1.780045398266910439e+01 5.202148337460364745e-04
1.781826333984556499e+01 5.425321278676408215e-04
1.783609051528685185e+01 3.725144277569350211e-04
1.785393552682015539e+01 5.213858905012955019e-04
1.787179839229047218e+01 5.752656185000261943e-04
1.788967912956065476e+01 5.678833050869131274e-04
1.790757775651144712e+01 5.085687817353739572e-04
1.792549429104150249e+01 3.597050458761133864e-04
1.794342875106735136e+01 3.238518965627705851e-04
1.796138115452343342e+01 5.037050678415352489e-04
1.797935151936216513e+01 5.600479113399112370e-04
1.799733986355390414e+01 5.536047865459543110e-04
1.801534620508701323e+01 4.907141092638481368e-04
1.803337056196783550e+01 3.586643790167839616e-04
1.805141295222070497e+01 4.310115825825525365e-04
1.806947339388802476e+01 4.480239874580356171e-04
1.808755190503026711e+01 5.246732749854627004e-04
1.810564850372592360e+01 4.857982934073193956e-04
1.812376320807159047e+01 4.662446200000880435e-04
1.814189603618197211e+01 4.595783442640711180e-04
1.816004700618988110e+01 3.289786928136971523e-04
1.817821613624630217e+01 2.641984636433898420e-04
1.819640344452037084e+01 3.972867536855718019e-04
1.821460894919938767e+01 4.766203286897351251e-04
1.823283266848886441e+01 4.782629861000567222e-04
1.825107462061254893e+01 3.079641101159402727e-04
1.826933482381240026e+01 4.408197480420259005e-04
1.828761329634858868e+01 4.763974355127550768e-04
1.830591005649958092e+01 3.159645172482701612e-04
1.832422512256215796e+01 4.696629470418740436e-04
1.834255851285137595e+01 3.670200780593470919e-04
1.836091024570063013e+01 4.685616663517422733e-04
1.837928033946165485e+01 3.870489147892247021e-04
1.839766881250454844e+01 4.960769417575979293e-04
1.841607568321781940e+01 5.452532828567957035e-04
1.843450097000830823e+01 4.828321443724924644e-04
1.845294469130127979e+01 5.579753495308226304e-04
1.847140686554049438e+01 4.626573189258943730e-04
1.848988751118810114e+01 4.550848190324192737e-04
1.850838664672475176e+01 4.525573413458137267e-04
1.852690429064958977e+01 3.391157086267650362e-04
1.854544046148026837e+01 3.981307230862119037e-04
1.856399517775295749e+01 4.824466590263580437e-04
1.858256845802234380e+01 3.810939445050612307e-04
1.860116032086173377e+01 4.210872463459637040e-04
1.861977078486302872e+01 3.480593166513967361e-04
1.863839986863664677e+01 3.256548675885877057e-04
1.865704759081167907e+01 4.133766327885881513e-04
1.867571397003585787e+01 4.614646461628123014e-04
1.869439902497553163e+01 4.161683817061290701e-04
1.871310277431580005e+01 3.140598235711331075e-04
1.873182523676043942e+01 4.051171072130271703e-04
1.875056643103187426e+01 3.904994239138736114e-04
1.876932637587128028e+01 4.744917878323926474e-04
1.878810509003863416e+01 4.690467626088870448e-04
1.880690259231264605e+01 4.868781992475729723e-04
1.882571890149079508e+01 5.595168183230194011e-04
1.884455403638942528e+01 5.596983802923099788e-04
1.886340801584366389e+01 5.585996415566864748e-04
1.888228085870749595e+01 4.733419724505531952e-04
1.890117258385375720e+01 5.152930171816545377e-04
1.892008321017416961e+01 4.212927437062911895e-04
1.893901275657937333e+01 4.679285845126357176e-04
1.895796124199889476e+01 4.620682158964836824e-04
1.897692868538123179e+01 3.822015668972979664e-04
1.899591510569385377e+01 2.787811690604383641e-04
1.901492052192317317e+01 2.204533837122661286e-04
1.903394495307458811e+01 3.744246538126955442e-04
1.905298841817252509e+01 4.480597261485347489e-04
1.907205093626047798e+01 4.848904590260080414e-04
1.909113252640094416e+01 4.973105882665604036e-04
1.911023320767551681e+01 4.546102998120911008e-04
1.912935299918490628e+01 4.013367078333229549e-04
1.914849192004891165e+01 4.900024163012625753e-04
1.916764998940641007e+01 4.936138481626234191e-04
1.918682722641546334e+01 4.535112105083615309e-04
1.920602365025334990e+01 3.839794429394478739e-04
1.922523928011649730e+01 3.415496796070823806e-04
1.924447413522055683e+01 2.303452074731055540e-04
1.926372823480035024e+01 3.427268424237748471e-04
1.928300159810998693e+01 3.331189193143412638e-04
1.930229424442280362e+01 3.277913922725769627e-04
1.932160619303145666e+01 2.796544667019250472e-04
1.934093746324792207e+01 2.694453249231842712e-04
1.936028807440346355e+01 2.916766868177467632e-04
1.937965804584867868e+01 3.714613910435673322e-04
1.939904739695356994e+01 3.488060792972841871e-04
1.941845614710750567e+01 2.531773877421047460e-04
1.943788431571919162e+01 2.573399105014267333e-04
1.945733192221679886e+01 3.535462980594279887e-04
1.947679898604793181e+01 3.804817505068832620e-04
1.949628552667968506e+01 4.247393081017369811e-04
1.951579156359862210e+01 4.496763698681858655e-04
1.953531711631070422e+01 3.914357131801637782e-04
1.955486220434149303e+01 3.883286712638204748e-04
1.957442684723612203e+01 3.365614296746134671e-04
1.959401106455926111e+01 2.417095838453808137e-04
1.961361487589508457e+01 3.807583929819186833e-04
1.963323830084740251e+01 4.236629168716162788e-04
1.965288135903965383e+01 4.218127207311146883e-04
1.967254407011493811e+01 4.026907572367332058e-04
1.969222645373592684e+01 3.130552969952782143e-04
1.971192852958498420e+01 3.526484109348018139e-04
1.973165031736424879e+01 2.566336690292611166e-04
1.975139183679548083e+01 4.230642176031512778e-04
1.977115310762015454e+01 4.441574508134938856e-04
1.979093414959955055e+01 4.257771864458202216e-04
1.981073498251476295e+01 3.560988797522799819e-04
1.983055562616664957e+01 2.759688761988781801e-04
1.985039610037580715e+01 3.727686270505957931e-04
1.987025642498271338e+01 3.760998286641089759e-04
1.989013661984772696e+01 3.045986698179231318e-04
1.991003670485099875e+01 1.975015613345865791e-04
1.992995669989263519e+01 2.376241597765088912e-04
1.994989662489262017e+01 3.092912689375424328e-04
1.996985649979085053e+01 3.402546111338987074e-04
1.998983634454724623e+01 3.873667343794728055e-04
2.000983617914165436e+01 3.837213528563405084e-04
2.002985602357393091e+01 4.184583209883783171e-04
2.004989589786389814e+01 3.896537555992317338e-04
2.006995582205140138e+01 4.066651135588033217e-04
2.009003581619641920e+01 4.360605654313810743e-04
2.011013590037894971e+01 4.289073368939586581e-04
2.013025609469907806e+01 4.591219222060112059e-04
2.015039641927696934e+01 3.837200744156937598e-04
2.017055689425292897e+01 4.306391620287091022e-04
2.019073753978746311e+01 3.632368645193781941e-04
2.021093837606121468e+01 3.964184438925652271e-04
2.023115942327501671e+01 2.781860586340069203e-04
2.025140070164993134e+01 3.456169059666262420e-04
2.027166223142722856e+01 3.923753963613652073e-04
2.029194403286842885e+01 3.634050481316461511e-04
2.031224612625539194e+01 2.936199719247059277e-04
2.033256853189016056e+01 2.105617813058512935e-04
2.035291127009513801e+01 2.867372876476714859e-04
2.037327436121308111e+01 3.742949337537311333e-04
2.039365782560706819e+01 3.773914565232913709e-04
2.041406168366060925e+01 3.609789380137126821e-04
2.043448595577752869e+01 3.275602717126927790e-04
2.045493066238208613e+01 4.078508122448124993e-04
2.047539582391904744e+01 3.418648818590822231e-04
2.049588146085354268e+01 3.789860061104220572e-04
2.051638759367113352e+01 4.050736098295852562e-04
2.053691424287807621e+01 3.671955404056188648e-04
2.055746142900097340e+01 2.880596229007050435e-04
2.057802917258701569e+01 2.420963330637025343e-04
2.059861749420398880e+01 3.371154563468908589e-04
2.061922641444015625e+01 3.677474369515285361e-04
2.063985595390441929e+01 3.748850488414923058e-04
2.066050613322636309e+01 2.297233707455500465e-04
2.068117697305617142e+01 3.760294584169529444e-04
2.070186849406465868e+01 4.258121149370216194e-04
2.072258071694334092e+01 4.368389059627476325e-04
2.074331366240445718e+01 4.168380515109467626e-04
2.076406735118098013e+01 3.720684651720284762e-04
2.078484180402660897e+01 2.546668931345203520e-04
2.080563704171576234e+01 3.205749851427470119e-04
2.082645308504367065e+01 4.047112613767964899e-04
2.084728995482641523e+01 4.295470412841265748e-04
2.086814767190082520e+01 4.223288793518294973e-04
2.088902625712460548e+01 3.910918752814297869e-04
2.090992573137638644e+01 3.986342393235033218e-04
2.093084611555565999e+01 3.941217929474836513e-04
2.095178743058281867e+01 3.531856396770695610e-04
2.097274969739913075e+01 2.949446867359174817e-04
2.099373293696688236e+01 2.140625442875863536e-04
2.101473717026936683e+01 3.224668827828884414e-04
2.103576241831074256e+01 3.656658429041148768e-04
2.105680870211626043e+01 3.580289088504325025e-04
2.107787604273225668e+01 3.807412006019786376e-04
2.109896446122603919e+01 3.691727015722391279e-04
2.112007397868605096e+01 2.947976532449327731e-04
2.114120461622180969e+01 2.463307789590633845e-04
2.116235639496393262e+01 1.862327847404103912e-04
2.118352933606420763e+01 2.107064936183402249e-04
2.120472346069563230e+01 3.195973339730274793e-04
2.122593879005228246e+01 3.057158890746967538e-04
2.124717534534942942e+01 2.524060770774825212e-04
2.126843314782371408e+01 3.223875574797165121e-04
2.128971221873295150e+01 3.320829602082434658e-04
2.131101257935616644e+01 3.167321246478098308e-04
2.133233425099371061e+01 2.179892233089436050e-04
2.135367725496725910e+01 2.663634517267375428e-04
2.137504161261986013e+01 1.962037260095776973e-04
2.139642734531587109e+01 3.039141449667827908e-04
2.141783447444101895e+01 2.974535849826912882e-04
2.143926302140238960e+01 3.543812142325757650e-04
2.146071300762854150e+01 3.901758156399138828e-04
2.148218445456949866e+01 3.903520679358590383e-04
2.150367738369670789e+01 3.980741317836931675e-04
2.152519181650312063e+01 3.782537694815092709e-04
2.154672777450314314e+01 3.875122488599852034e-04
2.156828527923276084e+01 3.441089241082658542e-04
2.158986435224949219e+01 2.839559374645395508e-04
2.161146501513236728e+01 3.336273396655537360e-04
2.163308728948201676e+01 3.197916975213857451e-04
2.165473119692071791e+01 2.534414666667848880e-04
2.167639675909241959e+01 1.951764462631180690e-04
2.169808399766269247e+01 2.846084054886221680e-04
2.171979293431876457e+01 3.235437286671181013e-04
2.174152359076958163e+01 3.144627560560118496e-04
2.176327598874578229e+01 3.427055928148120025e-04
2.178505014999976197e+01 3.218779905689037393e-04
2.180684609630571913e+01 2.941309927692715531e-04
2.182866384945963389e+01 1.914766566318128551e-04
2.185050343127922545e+01 1.564436560479141880e-04
2.187236486360407639e+01 2.597860195476111114e-04
2.189424816829557585e+01 2.389333356143697211e-04
2.191615336723705809e+01 3.323626668196049045e-04
2.193808048233373853e+01 3.270650347735463742e-04
2.196002953551274928e+01 2.753876534978470748e-04
2.198200054872313558e+01 3.132316552060654792e-04
2.200399354393591267e+01 3.651009775342809360e-04
2.202600854314403378e+01 3.429528841704045810e-04
2.204804556836252516e+01 3.183913362313672466e-04
2.207010464162845764e+01 2.287400805764657288e-04
2.209218578500086139e+01 2.321972274571659084e-04
2.211428902056088219e+01 3.041053030603906287e-04
2.213641437041175308e+01 2.325578592442844911e-04
2.215856185667881206e+01 3.262385917336529787e-04
2.218073150150954120e+01 3.559187945778500661e-04
2.220292332707365546e+01 3.220043131001711989e-04
2.222513735556297476e+01 2.958693159370414305e-04
2.224737360919150575e+01 2.902948629337560502e-04
2.226963211019553768e+01 3.575430479898153435e-04
2.229191288083353228e+01 3.552684960125728126e-04
2.231421594338622327e+01 3.347291952198842304e-04
2.233654132015670868e+01 2.867728887043498819e-04
2.235888903347036916e+01 2.210961673050428110e-04
2.238125910567492838e+01 1.918014246157971018e-04
2.240365155914042106e+01 2.048251106343487737e-04
2.242606641625935637e+01 2.801407101984122977e-04
2.244850369944660784e+01 3.171374384633231540e-04
2.247096343113940975e+01 3.028419079022726047e-04
2.249344563379752415e+01 2.943361226979961001e-04
2.251595032990311651e+01 2.486776910668118934e-04
2.253847754196090136e+01 1.659612544001008174e-04
2.256102729249811745e+01 2.512867112632639227e-04
2.258359960406449218e+01 2.893811264869713008e-04
2.260619449923235180e+01 2.650977933255517353e-04
2.262881200059662135e+01 1.829128298627801376e-04
2.265145213077477493e+01 2.945849453397492677e-04
2.267411491240694588e+01 3.454871724193513734e-04
2.269680036815593382e+01 3.587826695754378820e-04
2.271950852070715143e+01 3.549383464755415715e-04
2.274223939276874162e+01 3.494697118368073649e-04
2.276499300707165219e+01 3.584733506061193271e-04
2.278776938636944749e+01 3.401163248887712756e-04
2.281056855343848255e+01 3.385067951539807193e-04
2.283339053107801320e+01 3.051521799407757619e-04
2.285623534210996866e+01 2.999566038058317083e-04
2.287910300937914698e+01 2.647368936310204811e-04
2.290199355575327544e+01 1.914091611113682208e-04
2.292490700412289684e+01 1.913017691245997058e-04
2.294784337740144053e+01 2.612428241919311921e-04
2.297080269852526513e+01 2.608878577086128580e-04
2.299378499045367619e+01 2.018694147348651315e-04
2.301679027616902218e+01 2.669305399835253086e-04
2.303981857867652749e+01 3.144256268434691254e-04
2.306286992100450917e+01 3.333414013701381539e-04
2.308594432620436621e+01 3.509892797586366226e-04
2.310904181735047302e+01 3.497335786496751802e-04
2.313216241754033575e+01 3.472644566796524962e-04
2.315530614989452474e+01 3.560476551740231221e-04
2.317847303755678467e+01 3.112323794746413709e-04
2.320166310369401685e+01 2.419024824554548750e-04
2.322487637149628270e+01 3.461122645983201246e-04
2.324811286417688905e+01 3.306311392926620531e-04
2.327137260497227089e+01 3.683074936002078085e-04
2.329465561714215127e+01 3.472010037918127280e-04
2.331796192396961231e+01 2.877012252624204405e-04
2.334129154876094248e+01 3.459541531330716409e-04
2.336464451484577509e+01 3.417207414915247030e-04
2.338802084557711325e+01 3.414638550770379504e-04
2.341142056433121255e+01 3.298926759726091918e-04
2.343484369450780136e+01 3.156235534508278749e-04
2.345829025953008795e+01 2.472476787483120306e-04
2.348176028284458994e+01 2.609616076300208271e-04
2.350525378792130837e+01 1.681988537337189918e-04
2.352877079825378104e+01 2.144643444906445728e-04
2.355231133735897942e+01 2.671886509202027384e-04
2.357587542877748277e+01 2.716221461473037951e-04
2.359946309607335735e+01 2.315030554391275276e-04
2.362307436283430562e+01 1.890341225537427140e-04
2.364670925267160584e+01 1.514926885731775403e-04
2.367036778922011209e+01 2.315652690892223227e-04
2.369404999613836793e+01 2.645100062109790240e-04
2.371775589710859578e+01 2.767614125928850844e-04
2.374148551583669331e+01 2.497687294111325526e-04
2.376523887605229390e+01 2.391895455814521709e-04
2.378901600150875950e+01 2.288159000774866341e-04
2.381281691598320549e+01 1.365200019229278279e-04
2.383664164327652202e+01 1.845800518140653518e-04
2.386049020721349834e+01 1.367041992329025529e-04
2.388436263164266649e+01 1.509177137081003288e-04
2.390825894043641142e+01 1.707460455465208138e-04
2.393217915749107405e+01 1.500457446582590640e-04
2.395612330672691570e+01 1.983174571187773657e-04
2.398009141208807193e+01 2.543564566014225401e-04
2.400408349754265913e+01 2.698180761467382856e-04
2.402809958708272475e+01 2.950441612794104567e-04
2.405213970472434681e+01 3.067603629376486818e-04
2.407620387450768362e+01 3.111470908598876011e-04
2.410029212049694181e+01 2.636299033546407990e-04
2.412440446678027683e+01 3.146222574293618688e-04
2.414854093747005237e+01 3.176618831098393858e-04
2.417270155670281184e+01 3.408794633776944917e-04
2.419688634863916121e+01 3.474969792481559061e-04
2.422109533746385424e+01 3.477535255878593293e-04
2.424532854738587062e+01 3.114957005129601508e-04
2.426958600263845867e+01 3.413293389430331701e-04
2.429386772747912104e+01 3.386289947274620190e-04
2.431817374618954020e+01 3.170562157343686507e-04
2.434250408307572044e+01 3.433554433911880721e-04
2.436685876246801996e+01 3.436951151789820018e-04
2.439123780872116498e+01 3.431304918520279405e-04
2.441564124621411835e+01 2.787422879752066780e-04
2.444006909935032112e+01 3.212645117894466300e-04
2.446452139255762503e+01 3.386317695803309842e-04
2.448899815028838489e+01 3.151958957802898902e-04
2.451349939701938396e+01 3.238012773658000584e-04
2.453802515725180200e+01 2.865011532397796845e-04
2.456257545551137866e+01 3.320129154697050531e-04
2.458715031634840997e+01 3.387181642350947132e-04
2.461174976433786554e+01 2.993395038617099250e-04
2.463637382407915410e+01 3.108600723536178228e-04
2.466102252019627983e+01 2.543642832360045077e-04
2.468569587733798443e+01 3.082852929072785577e-04
2.471039392017759795e+01 2.912349543759219566e-04
2.473511667341317377e+01 3.019437026506218151e-04
2.475986416176749216e+01 2.759519681196832982e-04
2.478463640998809581e+01 3.053335123845167315e-04
2.480943344284717256e+01 3.033128271976916635e-04
2.483425528514172598e+01 2.992831986752242357e-04
2.485910196169365705e+01 2.851450902984187480e-04
2.488397349734959008e+01 2.702280364427105726e-04
2.490886991698106101e+01 2.345741323634813484e-04
2.493379124548459558e+01 2.283610686583706871e-04
2.495873750778143929e+01 1.678811700346439313e-04
2.498370872881786298e+01 1.458781985245411817e-04
2.500870493356512014e+01 2.079055587559451676e-04
2.503372614701940435e+01 1.873729159188588177e-04
2.505877239420191671e+01 1.231436425604682226e-04
2.508384370015888365e+01 1.711253600875103182e-04
2.510894008996163151e+01 1.949694544897747229e-04
2.513406158870654394e+01 1.564249589804190329e-04
2.515920822151512226e+01 1.192804191912559493e-04
2.518438001353406008e+01 1.703773667850736525e-04
2.520957698993506213e+01 1.851890920786247730e-04
2.523479917591512134e+01 1.604273021166249986e-04
2.526004659669649755e+01 2.226459529731882568e-04
2.528531927752655761e+01 2.309121424734054430e-04
2.531061724367804189e+01 2.105314629524535476e-04
2.533594052044892209e+01 1.798301988019067581e-04
2.536128913316240840e+01 1.187451269084334850e-04
2.538666310716707031e+01 1.681683303816108020e-04
2.541206246783698930e+01 2.088239191709199765e-04
2.543748724057152444e+01 2.325995824508477253e-04
2.546293745079537985e+01 2.415339869157127743e-04
2.548841312395878589e+01 2.559899151521397563e-04
2.551391428553745300e+01 2.678342562016992846e-04
2.553944096103251837e+01 2.752700390840044100e-04
2.556499317597066678e+01 2.604523681365223439e-04
2.559057095590409503e+01 2.636472620996360402e-04
2.561617432641063985e+01 2.575578410273548016e-04
2.564180331309369265e+01 2.889685172326257774e-04
2.566745794158215688e+01 3.006216490507772560e-04
2.569313823753072157e+01 2.826641510684787606e-04
2.571884422661970504e+01 2.538050329428926766e-04
2.574457593455503357e+01 2.911047701966613141e-04
2.577033338706839771e+01 3.053143888061962208e-04
2.579611660991733402e+01 3.059024449325994303e-04
2.582192562888502962e+01 3.003938239771591630e-04
2.584776046978048214e+01 3.009589556718724628e-04
2.587362115843859556e+01 2.799546300756442841e-04
2.589950772071999552e+01 2.750487256584991237e-04
2.592542018251125668e+01 2.131524161094150265e-04
2.595135856972487076e+01 1.782029291493765781e-04
2.597732290829916124e+01 1.502180695876976959e-04
2.600331322419856406e+01 1.729794173844988962e-04
2.602932954341340022e+01 2.063480953669885002e-04
2.605537189195993264e+01 1.466977248831833670e-04
2.608144029588050117e+01 2.165119451501385341e-04
2.610753478124353322e+01 2.551218268279389868e-04
2.613365537414355089e+01 2.636389511298738750e-04
2.615980210070109990e+01 2.620241249277238975e-04
2.618597498706294857e+01 2.811639141054688546e-04
2.621217405940193856e+01 2.673087391958398561e-04
2.623839934391715545e+01 2.511243409430628749e-04
2.626465086683390027e+01 2.177583564257917922e-04
2.629092865440370730e+01 2.738802025561918718e-04
2.631723273290439380e+01 2.768893418365850237e-04
2.634356312864002803e+01 2.732728468184584224e-04
2.636991986794097187e+01 2.674483108053913433e-04
2.639630297716394125e+01 2.523816818464374740e-04
2.642271248269207007e+01 1.938816713344188513e-04
2.644914841093483204e+01 2.350379314188017659e-04
2.647561078832823611e+01 2.319821982082468422e-04
2.650209964133468077e+01 2.163140956538112092e-04
2.652861499644296472e+01 1.767293691813329464e-04
2.655515688016841835e+01 1.636817227296290126e-04
2.658172531905298897e+01 1.054615062501862611e-04
2.660832033966513066e+01 1.599733431000868017e-04
2.663494196859982921e+01 1.335960023484288918e-04
2.666159023247867310e+01 1.571645911787527086e-04
2.668826515794997789e+01 1.269089688192274372e-04
2.671496677168869383e+01 1.155085073995580988e-04
2.674169510039640230e+01 1.620092924223823022e-04
2.676845017080141531e+01 1.894845534859552734e-04
2.679523200965881458e+01 1.986541962769255521e-04
2.682204064375044439e+01 2.236189533729826095e-04
2.684887609988494717e+01 2.336676505505188748e-04
2.687573840489778831e+01 2.363738054322451587e-04
2.690262758565126333e+01 2.264685205591785409e-04
2.692954366903455110e+01 2.475266523837805978e-04
2.695648668196378139e+01 2.433448551341550216e-04
2.698345665138191762e+01 2.330689414039138199e-04
2.701045360425897002e+01 1.781499076793690900e-04
2.703747756759190679e+01 1.414169284594551273e-04
2.706452856840460086e+01 1.479636505827302726e-04
2.709160663374812827e+01 1.952783031331409400e-04
2.711871179070055859e+01 2.205169636306826011e-04
2.714584406636703662e+01 2.386476461289952042e-04
2.717300348787984277e+01 2.561183304852157486e-04
2.720019008239840730e+01 2.385263583395773844e-04
2.722740387710935295e+01 2.736331323273217490e-04
2.725464489922639544e+01 2.798339337032867817e-04
2.728191317599062060e+01 2.751335570113234551e-04
2.730920873467030319e+01 2.818561233784284926e-04
2.733653160256097436e+01 2.709984853975464262e-04
2.736388180698551409e+01 2.850832410435283934e-04
2.739125937529416177e+01 2.826818685973438031e-04
2.741866433486446653e+01 2.818320315248100871e-04
2.744609671310132981e+01 2.812458751089869655e-04
